Q1,Q2,Q3,Q4,Q5,Q5_TEXT,Discipline,Q6,Q7,Q8,Q8_TEXT,Q9,Q10,Q10_TEXT,Q11,Q12,Q12_TEXT,Q13,Q14
1,5,1,1,2,,Physical sciences,NA,2,2,,6,2,,4,1,,4,2
1,5,2,2,4,,Mathematics,2,1,6,,3,3,,5,1,,4,1
1,6,2,2,4,,Mathematics,1,1,6,,3,5,,5,6,,NA,2
1,5,1,2,4,,Mathematics,1,1,2,,5,2,,5,1,,4,1
1,5,1,1,3,,Engineering,NA,3,3,,2,5,,2,5,,NA,1
1,6,1,1,3,,Engineering,NA,1,8,,7,9,,7,4,,NA,2
1,5,2,2,4,,Mathematics,1,3,2,,4,3,,5,4,,NA,2
1,5,1,2,4,,Mathematics,2,3,7,,6,8,,4,4,,NA,1
1,6,2,2,4,,Mathematics,1,5,2,,4,3,,5,1,,4,2
1,5,2,2,4,,Mathematics,2,2,2,,5,3,,6,6,,NA,2
1,2,1,1,5,,Computer science,NA,2,7,,3,8,,2,6,,NA,2
1,5,1,2,4,,Mathematics,2,2,6,,3,8,,2,2,,NA,1
1,5,1,2,4,,Mathematics,2,3,2,,5,8,,4,1,,4,2
1,5,1,1,3,,Engineering,NA,1,2,,4,8,,4,2,,NA,1
1,5,1,2,4,,Mathematics,2,1,10,,6,8,,5,1,,4,1
1,6,1,2,4,,Mathematics,1,5,3,,4,5,,4,1,,4,2
1,7,1,1,5,,Computer science,NA,2,10,,5,8,,3,4,,NA,2
1,5,1,2,4,,Mathematics,2,1,2,,2,8,,2,5,,NA,1
1,6,1,2,5,,Computer science,1,5,9,programmer,3,8,,4,4,,NA,1
1,6,2,1,3,,Engineering,NA,1,6,,2,10,Small Business Owner,3,7,Currently employed at engineering design firm,NA,2
1,5,1,1,1,,Life sciences,NA,1,7,,3,7,,2,6,,NA,1
1,6,1,1,3,,Engineering,NA,2,2,,5,9,,4,4,,NA,2
1,5,1,1,3,,Engineering,NA,1,6,,3,7,,2,4,,NA,1
1,5,1,2,4,,Mathematics,2,1,8,,7,4,,4,1,,4,2
1,7,1,2,3,,Engineering,2,2,10,,4,4,,4,4,,NA,1
1,5,1,2,3,,Engineering,2,2,2,,4,5,,5,1,,4,1
1,7,1,1,5,,Computer science,NA,3,2,,5,3,,5,3,,NA,1
1,8,1,2,5,,Computer science,1,4,2,,3,5,,3,5,,NA,1
1,6,1,2,1,,Life sciences,2,3,9,Minister,3,5,,2,1,,4,1
1,2,1,2,5,,Computer science,1,3,7,,2,8,,3,4,,NA,1
1,6,1,2,3,,Engineering,1,5,9,poet,4,2,,4,1,,4,1
1,5,2,1,1,,Life sciences,NA,2,6,,4,8,,4,4,,NA,2
1,5,1,1,4,,Mathematics,NA,1,7,,3,10,"Government, but not an official",3,1,,162,1
1,6,1,2,3,,Engineering,1,4,2,,5,3,,5,6,,NA,2
1,5,2,2,4,,Mathematics,2,2,4,,4,10,Seamstress,3,1,,4,1
1,6,1,2,1,,Life sciences,2,3,6,,4,8,,4,5,,NA,1
1,5,1,2,2,,Physical sciences,2,2,10,,6,8,,4,6,,NA,2
1,5,1,2,5,,Computer science,2,3,2,,4,3,,3,3,,NA,2
1,6,2,2,2,,Physical sciences,2,2,4,,3,5,,4,1,,4,1
1,5,2,2,2,,Physical sciences,1,3,9,civil servant,5,3,,5,1,,4,1
1,7,2,2,4,,Mathematics,2,3,7,,3,2,,3,4,,NA,2
1,6,1,2,4,,Mathematics,2,4,2,,4,5,,4,4,,NA,1
1,5,2,2,3,,Engineering,2,3,6,,2,3,,4,2,,NA,1
1,5,1,2,1,,Life sciences,2,1,10,,4,3,,4,1,,4,2
1,7,2,2,1,,Life sciences,1,4,2,,2,5,,4,1,,4,2
1,6,2,2,3,,Engineering,2,4,9,doctor,5,2,,4,4,,NA,2
1,6,2,2,1,,Life sciences,2,1,7,,3,8,,3,1,,4,2
1,6,1,2,3,,Engineering,1,5,2,,5,2,,6,1,,4,1
1,6,2,2,1,,Life sciences,1,4,4,,4,5,,4,1,,4,1
1,6,1,2,1,,Life sciences,1,5,7,,4,8,,2,2,,NA,2
1,6,2,2,3,,Engineering,1,5,2,,4,2,,4,4,,NA,1
1,5,2,1,1,,Life sciences,NA,2,6,,3,5,,3,1,,4,1
1,5,1,2,3,,Engineering,1,2,2,,4,3,,5,4,,NA,2
1,6,1,2,3,,Engineering,2,3,2,,3,8,,4,4,,NA,2
1,6,1,2,2,,Physical sciences,2,2,10,,6,3,,5,1,,4,2
1,6,1,2,3,,Engineering,1,5,2,,4,9,,3,4,,NA,2
1,5,2,2,1,,Life sciences,1,2,2,,5,3,,4,6,,NA,1
1,5,2,2,3,,Engineering,1,4,10,,6,8,,4,4,,NA,1
1,6,2,2,1,,Life sciences,1,3,2,,5,8,,4,1,,4,1
1,5,2,2,4,,Mathematics,2,2,6,,3,8,,2,4,,NA,1
1,5,1,2,3,,Engineering,2,4,6,,4,8,,5,4,,NA,1
1,6,2,2,3,,Engineering,2,2,2,,4,5,,4,4,,NA,2
1,5,2,2,2,,Physical sciences,2,1,2,,4,3,,4,4,,NA,1
1,6,2,2,4,,Mathematics,1,3,2,,4,8,,4,6,,NA,2
1,6,2,2,3,,Engineering,1,5,4,,5,2,,5,4,,NA,1
1,7,2,2,1,,Life sciences,2,3,2,,5,4,,3,1,,4,1
1,5,2,2,1,,Life sciences,2,1,2,,4,8,,4,1,,4,1
1,6,2,2,1,,Life sciences,1,5,6,,3,5,,2,6,,NA,1
1,5,2,2,3,,Engineering,1,3,2,,2,4,,4,1,,4,2
1,6,1,2,3,,Engineering,1,5,2,,5,2,,5,4,,NA,1
1,5,1,2,1,,Life sciences,1,3,3,,4,4,,3,1,,4,1
1,6,2,2,1,,Life sciences,1,5,4,,4,4,,3,6,,NA,2
1,5,2,2,1,,Life sciences,2,3,9,agriculture/finance ,5,8,,4,4,,NA,1
1,6,1,2,3,,Engineering,2,3,2,,5,2,,4,1,,4,1
1,5,1,1,5,,Computer science,NA,1,6,,3,3,,5,2,,NA,2
1,5,1,2,3,,Engineering,2,1,2,,6,4,,5,6,,NA,1
1,5,2,2,2,,Physical sciences,2,1,10,,6,9,,5,1,,4,2
1,6,1,2,1,,Life sciences,1,7,7,,4,8,,4,1,,4,1
1,5,2,2,2,,Physical sciences,2,2,2,,4,5,,1,1,,4,2
1,5,1,2,2,,Physical sciences,2,1,3,,5,10,Accountant,5,1,,4,2
1,6,2,2,1,,Life sciences,2,3,8,,2,9,,2,1,,4,1
1,5,1,2,3,,Engineering,1,4,2,,4,2,,4,4,,NA,1
1,6,2,2,1,,Life sciences,1,6,6,,2,8,,2,4,,NA,1
1,5,1,2,3,,Engineering,1,2,4,,4,5,,4,1,,4,2
1,5,1,2,1,,Life sciences,2,1,4,,5,5,,4,1,,4,1
1,5,1,2,3,,Engineering,1,4,2,,4,2,,4,4,,NA,2
1,6,2,2,4,,Mathematics,1,5,10,,6,5,,4,6,,NA,2
1,6,1,2,4,,Mathematics,2,6,7,,2,8,,2,1,,4,2
1,6,1,2,3,,Engineering,1,5,2,,4,5,,5,6,,NA,2
1,5,2,1,3,,Engineering,NA,2,2,,5,8,,5,6,,NA,1
1,7,2,2,1,,Life sciences,2,3,2,,5,2,,5,1,,4,1
1,6,2,2,2,,Physical sciences,2,2,6,,3,4,,4,1,,4,1
1,5,1,2,4,,Mathematics,2,2,2,,4,2,,6,6,,NA,2
1,5,1,2,4,,Mathematics,2,2,10,,5,2,,6,1,,4,2
1,6,1,2,1,,Life sciences,2,5,6,,4,3,,5,6,,NA,2
1,6,2,2,4,,Mathematics,2,4,7,,5,4,,4,1,,4,1
1,6,2,2,3,,Engineering,2,2,2,,4,3,,5,1,,4,1
1,5,1,2,3,,Engineering,1,4,2,,4,4,,3,4,,NA,2
1,5,2,2,5,,Computer science,1,3,2,,5,3,,6,1,,4,1
1,5,2,2,4,,Mathematics,2,1,10,,6,5,,4,1,,4,2
1,5,2,1,1,,Life sciences,NA,1,2,,5,3,,5,2,,NA,2
1,5,2,2,2,,Physical sciences,1,3,7,,2,9,,2,4,,NA,2
1,6,2,2,1,,Life sciences,1,4,6,,3,4,,4,1,,4,1
1,5,1,2,2,,Physical sciences,2,1,2,,4,5,,3,6,,NA,2
1,7,1,2,3,,Engineering,1,4,10,,5,8,,5,1,,4,1
1,5,1,2,2,,Physical sciences,2,1,4,,4,8,,3,6,,NA,2
1,7,1,2,2,,Physical sciences,2,3,6,,2,4,,2,1,,4,1
1,7,1,2,1,,Life sciences,1,3,6,,3,4,,4,6,,NA,2
1,2,1,2,1,,Life sciences,1,3,2,,5,8,,4,1,,4,1
1,5,2,2,3,,Engineering,1,3,10,,6,5,,6,4,,NA,1
1,5,2,2,2,,Physical sciences,1,3,9,photographer,3,2,,4,1,,4,1
1,5,2,2,2,,Physical sciences,2,2,6,,4,5,,4,1,,4,2
1,5,2,2,2,,Physical sciences,1,3,2,,3,3,,5,7,Physics faculty at a teaching focused university,NA,2
1,6,2,2,1,,Life sciences,1,6,10,,4,8,,1,1,,4,1
1,6,4,2,4,,Mathematics,1,6,6,,2,3,,4,1,,4,2
1,5,1,2,3,,Engineering,1,2,2,,5,5,,3,4,,NA,1
1,5,1,2,2,,Physical sciences,2,2,2,,5,9,,4,6,,NA,2
1,5,2,2,1,,Life sciences,1,3,7,,7,4,,4,2,,NA,1
1,6,1,2,2,,Physical sciences,1,5,2,,5,5,,3,1,,4,1
1,6,2,2,1,,Life sciences,2,2,6,,2,10,House Wife,2,1,,4,1
1,6,2,2,2,,Physical sciences,1,4,2,,5,8,,4,6,,NA,1
1,5,2,2,2,,Physical sciences,2,2,9,Truck Driver,2,4,,2,1,,4,2
1,6,1,2,1,,Life sciences,1,3,2,,5,5,,3,1,,4,2
1,6,2,2,1,,Life sciences,1,4,9,Music,3,10,Music,2,1,,4,1
1,5,1,2,3,,Engineering,2,2,9,Physician,5,8,,5,4,,NA,2
1,6,2,2,1,,Life sciences,1,3,9,Magic,3,10,Magic,3,1,,4,2
1,5,2,2,1,,Life sciences,1,3,10,,4,3,,5,4,,NA,1
1,5,2,1,1,,Life sciences,NA,2,2,,5,8,,4,1,,4,1
1,5,2,2,3,,Engineering,2,2,6,,2,5,,2,4,,NA,1
1,5,2,2,1,,Life sciences,1,4,6,,2,5,,2,4,,NA,2
1,5,4,2,1,,Life sciences,2,2,3,,5,3,,5,1,,4,1
1,5,2,2,1,,Life sciences,2,1,5,,4,5,,2,1,,4,1
1,6,2,2,2,,Physical sciences,1,6,6,,2,5,,3,3,,NA,2
1,7,1,2,3,,Engineering,1,5,7,,3,8,,5,4,,NA,1
1,5,1,2,4,,Mathematics,2,2,7,,5,2,,3,6,,NA,2
1,6,2,2,1,,Life sciences,1,4,2,,5,4,,4,2,,NA,1
1,5,2,1,1,,Life sciences,NA,1,8,,6,4,,5,2,,NA,1
1,5,1,2,2,,Physical sciences,2,1,2,,4,3,,4,6,,NA,1
1,6,2,2,2,,Physical sciences,1,5,9,medicine (physician),6,8,,5,1,,4,2
1,5,1,2,2,,Physical sciences,2,1,7,,3,8,,2,1,,4,1
1,5,2,2,1,,Life sciences,2,2,3,,4,2,,5,7,patent agent,NA,2
1,5,1,1,1,,Life sciences,NA,2,9,health care management,5,10,stay at home mom,1,1,,4,1
1,7,1,2,2,,Physical sciences,2,1,8,,1,9,,1,1,,4,2
1,5,1,2,2,,Physical sciences,2,1,2,,5,4,,4,1,,4,1
1,6,2,2,3,,Engineering,1,4,9,"governmental worker, bureaucrat ",4,2,,4,3,,NA,2
1,6,2,2,2,,Physical sciences,2,2,7,,3,5,,3,2,,NA,2
1,5,1,2,1,,Life sciences,2,1,2,,5,8,,4,1,,4,1
1,6,2,2,2,,Physical sciences,2,2,2,,5,2,,5,1,,4,1
1,7,2,2,1,,Life sciences,2,2,2,,5,10,Homemaker,4,6,,NA,1
1,6,2,2,1,,Life sciences,1,4,9,jailbird,1,8,,3,6,,NA,2
1,6,2,2,4,,Mathematics,1,6,10,,5,8,,5,1,,4,2
1,6,2,2,2,,Physical sciences,1,4,3,,7,5,,7,7,NASA,NA,1
1,6,1,2,3,,Engineering,2,3,2,,5,4,,5,4,,NA,1
1,6,2,2,4,,Mathematics,2,1,2,,4,2,,4,6,,NA,1
1,5,1,2,2,,Physical sciences,2,1,2,,5,3,,4,6,,NA,2
1,8,1,1,2,,Physical sciences,NA,3,7,,3,8,,3,1,,4,1
1,5,1,2,3,,Engineering,2,2,2,,4,3,,4,6,,NA,2
1,2,1,2,1,,Life sciences,2,2,7,,6,8,,3,1,,4,1
1,5,1,1,3,,Engineering,NA,1,6,,3,4,,2,4,,NA,2
1,6,2,1,3,,Engineering,NA,3,2,,3,4,,2,4,,NA,2
1,5,1,2,2,,Physical sciences,1,3,10,,6,2,,5,1,,4,2
1,5,2,2,2,,Physical sciences,2,1,2,,5,3,,6,1,,4,1
1,5,1,2,2,,Physical sciences,2,1,10,,5,2,,5,6,,NA,2
1,5,2,1,2,,Physical sciences,NA,1,2,,5,8,,4,4,,NA,2
1,5,2,2,1,,Life sciences,2,2,2,,5,5,,4,1,,4,1
1,6,1,2,1,,Life sciences,2,3,2,,4,4,,5,1,,4,1
1,6,1,2,2,,Physical sciences,1,7,7,,4,10,Computer Programming,4,6,,NA,1
1,2,1,2,3,,Engineering,1,3,2,,4,2,,3,7,Teach in addition to my full time job,NA,2
1,6,1,2,3,,Engineering,1,4,2,,5,5,,4,6,,NA,2
1,6,2,2,1,,Life sciences,2,2,2,,5,4,,4,1,,4,1
1,6,1,2,2,,Physical sciences,1,4,10,,6,3,,4,2,,NA,2
1,6,2,2,2,,Physical sciences,1,6,2,,5,3,,5,1,,4,2
1,6,1,2,2,,Physical sciences,2,2,7,,3,2,,4,4,,NA,1
1,6,1,2,4,,Mathematics,2,4,7,,5,7,,4,1,,4,2
1,5,1,2,1,,Life sciences,1,3,6,,4,2,,5,4,,NA,1
1,5,2,2,2,,Physical sciences,2,2,2,,4,8,,5,4,,NA,1
1,5,2,2,2,,Physical sciences,2,2,6,,1,8,,3,1,,4,1
1,6,1,2,1,,Life sciences,1,5,2,,5,10,Entrepreneur,4,2,,NA,1
1,6,4,2,5,,Computer science,2,5,3,,3,4,,3,6,,NA,2
1,5,2,2,2,,Physical sciences,1,4,2,,5,3,,6,1,,4,2
1,6,2,2,3,,Engineering,1,5,7,,5,8,,4,2,,NA,1
1,5,2,2,1,,Life sciences,2,2,2,,2,2,,4,4,,NA,2
1,7,1,2,2,,Physical sciences,2,2,2,,5,3,,5,1,,4,1
1,8,1,2,1,,Life sciences,1,5,3,,3,4,,2,2,,NA,1
1,7,2,2,2,,Physical sciences,1,7,10,,6,5,,4,6,,NA,1
1,5,1,2,4,,Mathematics,2,2,8,,5,8,,3,6,,NA,2
1,5,1,2,3,,Engineering,2,2,7,,4,8,,4,6,,NA,2
1,5,2,2,1,,Life sciences,2,1,2,,5,4,,5,1,,4,1
1,6,2,2,1,,Life sciences,1,5,6,,3,4,,2,1,,4,2
1,6,2,2,2,,Physical sciences,2,2,6,,2,3,,3,6,,NA,2
1,7,2,2,1,,Life sciences,1,4,2,,5,3,,6,1,,4,1
1,5,1,2,2,,Physical sciences,2,1,6,,4,2,,4,1,,77,1
1,6,2,2,2,,Physical sciences,1,5,4,,4,4,,5,1,,4,1
1,8,1,2,3,,Engineering,1,6,9,Self Employed,1,10,Self Employed,4,5,,NA,1
1,6,1,2,1,,Life sciences,2,2,4,,4,9,,3,4,,NA,1
1,5,2,2,1,,Life sciences,2,2,6,,4,5,,5,4,,NA,1
1,5,2,2,1,,Life sciences,2,1,6,,2,8,,2,1,,4,1
1,6,2,2,2,,Physical sciences,1,3,2,,3,3,,4,4,,NA,2
1,7,1,2,1,,Life sciences,1,7,6,,2,2,,2,1,,4,1
1,5,1,2,3,,Engineering,1,2,10,,5,3,,4,4,,NA,1
1,5,1,2,1,,Life sciences,2,3,5,,7,4,,7,1,,4,1
1,5,1,1,3,,Engineering,NA,2,4,,2,10,Cosmotologist,3,4,,NA,2
1,6,1,2,1,,Life sciences,2,2,7,,2,5,,2,5,,NA,1
1,7,2,2,5,,Computer science,1,5,10,,5,3,,5,1,,4,1
1,5,2,1,3,,Engineering,NA,2,10,,4,5,,4,2,,NA,1
1,5,2,2,1,,Life sciences,2,1,9,Not living,1,10,Lab technician,3,4,,NA,1
1,7,1,1,3,,Engineering,NA,1,2,,4,8,,4,4,,NA,2
1,5,1,2,3,,Engineering,2,1,2,,5,8,,4,6,,NA,2
1,6,2,2,2,,Physical sciences,1,4,3,,4,4,,3,1,,4,2
1,6,2,2,2,,Physical sciences,1,5,2,,5,3,,4,1,,4,2
1,6,2,2,1,,Life sciences,1,5,6,,3,4,,3,1,,4,1
1,5,1,1,1,,Life sciences,NA,2,4,,4,5,,3,1,,4,2
1,6,1,1,4,,Mathematics,NA,1,2,,3,3,,3,4,,NA,1
1,5,2,1,2,,Physical sciences,NA,2,2,,5,2,,4,4,,NA,2
1,6,2,2,1,,Life sciences,2,2,2,,5,10,Working on her MSW (she is a student currently),5,4,,NA,1
1,5,1,1,2,,Physical sciences,NA,1,6,,4,4,,4,4,,NA,1
1,5,1,1,3,,Engineering,NA,1,2,,4,9,,5,4,,NA,2
1,6,1,2,3,,Engineering,1,3,2,,4,5,,3,5,,NA,2
1,5,2,1,1,,Life sciences,NA,1,10,,5,5,,4,4,,NA,2
1,6,1,2,1,,Life sciences,2,1,9,Veterinarian,5,5,,5,1,,4,1
1,5,2,2,4,,Mathematics,2,2,2,,5,2,,4,1,,4,2
1,5,1,2,3,,Engineering,1,4,2,,4,8,,4,4,,NA,2
1,6,2,2,3,,Engineering,1,5,7,,5,9,,3,1,,4,1
1,6,2,2,1,,Life sciences,1,5,2,,5,8,,3,4,,NA,2
1,5,1,1,1,,Life sciences,NA,1,2,,4,2,,5,1,,4,1
1,5,2,1,3,,Engineering,NA,2,1,,6,9,,4,1,,4,1
1,5,2,2,1,,Life sciences,2,1,7,,3,5,,3,2,,NA,2
1,6,1,2,1,,Life sciences,1,3,10,,6,10,Student,5,6,,NA,1
1,5,2,1,1,,Life sciences,NA,1,6,,2,5,,3,4,,NA,2
1,6,2,2,2,,Physical sciences,2,2,7,,3,8,,5,1,,4,1
1,6,1,2,4,,Mathematics,1,4,6,,3,9,,2,1,,4,2
1,7,1,2,3,,Engineering,1,7,2,,5,2,,4,1,,4,2
1,5,1,1,3,,Engineering,NA,1,6,,2,5,,4,4,,NA,2
1,6,2,2,1,,Life sciences,1,4,6,,5,4,,3,7,Practice clinical medicine (I'm in an MD-PhD program),NA,2
1,7,1,2,2,,Physical sciences,1,6,2,,4,5,,4,1,,4,2
1,6,2,2,3,,Engineering,1,5,2,,4,10,nursing,3,7,MD,NA,1
1,5,1,2,4,,Mathematics,1,2,2,,5,3,,5,1,,4,2
1,7,1,2,2,,Physical sciences,1,7,4,,2,5,,5,1,,15,1
1,5,1,1,3,,Engineering,NA,2,10,,6,3,,6,4,,NA,2
1,7,1,2,1,,Life sciences,1,7,6,,3,9,,4,5,,NA,1
1,5,1,2,2,,Physical sciences,2,1,10,,5,2,,4,6,,NA,1
1,6,2,2,4,,Mathematics,1,6,2,,5,9,,5,3,,NA,2
1,5,1,2,3,,Engineering,1,3,2,,5,4,,4,4,,NA,2
1,5,1,2,1,,Life sciences,1,4,2,,5,2,,5,1,,4,2
1,5,1,2,4,,Mathematics,2,1,10,,6,8,,4,5,,NA,1
1,5,2,1,1,,Life sciences,NA,1,6,,4,2,,4,6,,NA,2
1,6,1,2,3,,Engineering,1,2,2,,6,9,,4,5,,NA,2
1,5,2,1,3,,Engineering,NA,2,2,,5,2,,5,4,,NA,1
1,6,2,2,1,,Life sciences,1,3,10,,6,3,,2,4,,NA,1
1,6,1,2,2,,Physical sciences,2,4,6,,2,5,,4,7,Seminary,NA,2
1,7,2,2,1,,Life sciences,2,5,7,,4,5,,5,7,Anything with a paycheck,NA,1
1,5,2,2,4,,Mathematics,2,1,2,,5,5,,6,1,,4,2
1,6,2,2,1,,Life sciences,2,4,2,,5,3,,4,4,,NA,1
1,7,2,2,1,,Life sciences,2,2,6,,1,8,,2,1,,4,1
1,6,1,2,4,,Mathematics,2,1,10,,6,8,,2,1,,4,2
1,6,1,2,3,,Engineering,1,5,7,,3,5,,3,6,,NA,1
1,5,1,2,3,,Engineering,2,3,2,,5,7,,3,4,,NA,2
1,5,2,1,4,,Mathematics,NA,1,10,,6,3,,5,4,,NA,2
1,5,2,2,1,,Life sciences,1,4,9,Small Business Owner,4,10,Homemaker,4,4,,NA,2
1,5,1,1,3,,Engineering,NA,1,2,,4,5,,4,5,,NA,1
1,6,1,2,4,,Mathematics,1,6,2,,5,8,,5,1,,4,2
1,5,1,1,3,,Engineering,NA,2,2,,4,4,,4,4,,NA,1
1,5,1,1,4,,Mathematics,NA,2,3,,4,4,,5,6,,NA,1
1,5,2,2,2,,Physical sciences,2,2,2,,5,10,Medical Field- M.D.,5,1,,149,1
1,7,2,2,1,,Life sciences,1,NA,6,,3,10,medical field,3,4,,NA,2
1,7,1,2,2,,Physical sciences,1,6,9,Entrepreneur,4,10,Entrepreneur,4,1,,4,1
1,6,1,2,2,,Physical sciences,1,5,3,,3,8,,3,4,,NA,2
1,6,1,2,3,,Engineering,1,4,3,,4,8,,4,6,,NA,1
1,5,1,2,4,,Mathematics,1,3,7,,5,2,,4,1,,4,1
1,5,1,2,1,,Life sciences,2,1,2,,4,2,,4,1,,4,1
1,6,2,2,1,,Life sciences,1,6,10,,6,3,,6,1,,4,2
1,6,2,2,1,,Life sciences,2,2,4,,4,4,,4,4,,NA,1
1,6,2,2,1,,Life sciences,1,5,7,,4,2,,4,1,,4,1
1,5,2,2,2,,Physical sciences,2,3,2,,5,4,,2,1,,4,1
1,6,1,2,1,,Life sciences,2,3,7,,3,8,,4,4,,NA,1
1,6,4,2,3,,Engineering,2,2,4,,3,5,,3,6,,NA,2
1,5,2,1,1,,Life sciences,NA,1,2,,6,5,,4,6,,NA,1
1,6,1,2,1,,Life sciences,2,2,4,,4,4,,4,1,,4,2
1,6,1,2,2,,Physical sciences,1,4,1,,5,5,,4,6,,NA,2
1,5,1,2,2,,Physical sciences,2,3,2,,5,5,,4,6,,NA,2
1,8,2,1,5,,Computer science,NA,2,7,,4,5,,4,4,,NA,2
1,6,1,2,2,,Physical sciences,1,5,3,,2,4,,4,1,,4,2
1,6,2,2,2,,Physical sciences,1,6,2,,2,4,,2,1,,4,2
1,7,2,1,1,,Life sciences,NA,1,3,,5,4,,3,2,,NA,1
1,6,2,2,4,,Mathematics,1,3,10,,6,3,,5,1,,4,2
1,6,2,2,1,,Life sciences,2,3,9,CEO,3,3,,6,1,,4,2
1,6,1,2,3,,Engineering,2,4,3,,3,7,,2,2,,NA,1
1,5,1,2,3,,Engineering,1,2,1,,4,2,,5,7,Finish my M.D. degere,NA,1
1,6,2,2,1,,Life sciences,2,2,8,,3,5,,3,1,,4,1
1,5,2,2,2,,Physical sciences,2,2,7,,3,4,,3,1,,4,1
1,6,1,2,4,,Mathematics,2,3,7,,3,8,,4,6,,NA,2
1,5,1,1,1,,Life sciences,NA,1,10,,6,5,,5,1,,4,2
1,5,1,2,1,,Life sciences,2,2,2,,5,8,,3,1,,4,1
1,5,1,1,3,,Engineering,NA,2,6,,2,4,,3,4,,NA,2
1,6,1,2,2,,Physical sciences,1,6,2,,4,3,,5,1,,4,1
1,5,1,2,3,,Engineering,2,3,3,,5,9,,5,4,,NA,2
1,6,1,2,4,,Mathematics,1,5,7,,2,3,,4,1,,4,2
1,5,2,1,3,,Engineering,NA,2,9,Nuclear Engineering,4,4,,4,3,,NA,2
1,7,1,1,2,,Physical sciences,NA,1,7,,3,8,,5,6,,NA,2
1,6,1,2,4,,Mathematics,2,5,2,,4,8,,4,4,,NA,2
1,5,1,1,3,,Engineering,NA,2,2,,5,3,,6,1,,4,2
1,5,1,2,4,,Mathematics,2,3,10,,4,3,,5,4,,NA,2
1,7,2,1,1,,Life sciences,NA,1,3,,2,4,,2,3,,NA,1
1,5,2,2,2,,Physical sciences,2,1,6,,2,5,,2,1,,4,2
1,6,1,2,1,,Life sciences,2,2,2,,4,9,,3,6,,NA,2
1,7,1,2,4,,Mathematics,1,5,9,Property,3,8,,4,1,,4,1
1,6,2,2,2,,Physical sciences,1,4,10,,4,2,,3,1,,4,1
1,5,2,2,4,,Mathematics,1,4,6,,4,4,,5,1,,4,1
1,7,2,2,1,,Life sciences,2,2,7,,5,5,,5,6,,NA,2
1,5,2,2,4,,Mathematics,2,1,9,musician,3,10,musician,5,6,,NA,2
1,5,1,1,3,,Engineering,NA,1,2,,6,3,,5,4,,NA,2
1,6,4,1,2,,Physical sciences,NA,2,6,,2,4,,2,7,Several of the above,NA,1
1,6,2,2,1,,Life sciences,1,7,7,,4,8,,4,4,,NA,2
1,5,2,2,1,,Life sciences,2,2,2,,5,5,,4,7,teach,NA,1
1,5,1,2,2,,Physical sciences,2,1,6,,4,4,,3,6,,NA,2
1,5,1,1,2,,Physical sciences,NA,1,6,,3,2,,4,6,,NA,1
1,5,2,2,2,,Physical sciences,2,1,2,,4,2,,5,6,,NA,2
1,6,2,2,2,,Physical sciences,1,5,2,,4,3,,4,7,Another degree,NA,2
1,5,2,1,3,,Engineering,NA,1,10,,6,2,,5,1,,4,1
1,5,2,2,2,,Physical sciences,2,2,10,,6,8,,4,1,,4,1
1,6,2,2,1,,Life sciences,1,4,7,,5,2,,5,5,,NA,2
1,6,2,2,3,,Engineering,1,5,7,,4,6,,5,4,,NA,1
1,8,2,2,2,,Physical sciences,2,5,2,,4,3,,6,6,,NA,1
1,6,1,2,5,,Computer science,1,3,3,,5,8,,5,6,,NA,2
1,5,2,2,3,,Engineering,2,1,2,,5,2,,4,1,,4,2
1,6,1,2,4,,Mathematics,1,5,2,,3,3,,3,1,,4,2
1,6,2,2,1,,Life sciences,1,5,6,,2,2,,2,1,,4,1
1,2,1,2,5,,Computer science,2,6,8,,3,9,,4,1,,4,2
1,6,1,2,4,,Mathematics,2,5,9,Entertainment,3,10,Entertainment,5,4,,NA,2
1,5,2,2,2,,Physical sciences,2,2,2,,5,3,,5,6,,NA,2
1,5,2,1,1,,Life sciences,NA,1,6,,1,3,,3,4,,NA,1
1,5,2,1,2,,Physical sciences,NA,2,6,,3,4,,3,2,,NA,1
1,5,1,2,4,,Mathematics,2,1,2,,3,4,,4,1,,4,1
1,6,1,2,4,,Mathematics,2,4,10,,5,3,,6,4,,NA,1
1,5,1,1,2,,Physical sciences,NA,1,6,,2,9,,1,4,,NA,2
1,7,1,1,4,,Mathematics,NA,2,7,,4,9,,3,4,,NA,2
1,5,1,2,4,,Mathematics,2,2,2,,6,2,,5,6,,NA,2
1,6,2,2,2,,Physical sciences,2,3,2,,3,5,,1,6,,NA,2
1,5,2,1,3,,Engineering,NA,1,4,,4,3,,4,1,,4,1
1,5,2,1,1,,Life sciences,NA,3,9,Owns landscape business,3,3,,2,4,,NA,1
1,6,2,2,4,,Mathematics,2,3,9,Medicine - pharmacy,4,10,Medicine - pharmacy,4,1,,4,1
1,5,2,1,2,,Physical sciences,NA,1,6,,3,4,,3,2,,NA,2
1,5,2,1,3,,Engineering,NA,2,9,commodity trader,4,10,cheerleading coach,4,4,,NA,2
1,6,2,2,3,,Engineering,1,6,9,Business entrepreneur; joint owner of a machining and fabrication shop,3,4,,3,1,,4,1
